ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,ExecutePSRs
421,2,Case Frames P-Q,  Case frame for 'put',1,  Avian Influenza 2:4 Paulus put the rooster that was sick in a special cage.  The second NP is not in the first NP due to the relative clause.-*-  Daniel 3:1  The king put the statue in a field named Dura.-*-  Daniel 5:29  The servants put a necklace of gold on Daniel's neck.-*-  Daniel 6:17  The king put the sign of the ring of the king on the stone.-*-,"23,77-*-15,60-*-16,68-*-16,74-*-","{~|c-(~|v-Aput~|V-)~|(~|n-)~|(~|n-*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title~|P-)~|}~|-*-{~|c-(~|v-Aput~|V-)~|(~|n-(~|n-*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-)~|)~|}~|-*-{~|c-(~|v-Aput~|V-)~|(~|n-(~|n-A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof,Fof~|P-(~|n-*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-)~|)~|)~|}~|-*-{~|c-(~|v-Aput~|V-)~|(~|n-(~|n-A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof,Fof~|P-(~|n-A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-(~|n-*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-)~|)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aput~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title~|P-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aput~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aput~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof,Fof~|P-^~|~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aput~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof,Fof~|P-^~|~|0(~|n-^~|-1~|0A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-^~|~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0*A-Bodypart,A-Generic,A-Group,A-Iteration,A-Kinship,A-Made of,A-Name,A-Owner,A-Quantity,A-Social Role,A-Subgroup,A-Title,Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aput,",,2,,,,0,0,0,0000000000000000000000000,,0111000000000000000000000
422,105,Illocutionary Force,"  In Yes/No Questions with be, the be determines the tense",1,"  Clauses 1:99 Is John reading a book?  If the Salience Band had been set to Backgrounded Action, the sentence initially had be.  But in a Yes/No Question, the be signals the Tense.-*-","16,38,126,127,161,162-*-","{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe~|V-)~|(~|v-*Abe~|V-)~|}~|-*-","{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|Delete~|0Abe~|V-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|-1~|0*Abe~|V-^2|Time,~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,"28,29,36,37",2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
423,5,Collocation Corrections - Changing Word Senses,  Change through-A to through-B for 'speak',1,  Genesis 16:9-*-,-*-,{~|c-(~|v-Aspeak~|V-)~|(~|n-Athrough~|P-)~|}~|-*-,{~|c-^~|-1~|0(~|v-^~|-1~|0Aspeak~|V-^~|~|0)~|^~|-1~|0(~|n-^~|-1~|0Athrough~|P-^~|Delete~|0Bthrough~|P-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-,"Athrough,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
424,105,Convert Remaining Grammatical Words to Semantic Words,  Convert questionable_text to Questionable Text feature,1,  Genesis 1:1-*-,-*-,{~|c-0----~|&questionable_text~!~~|-4}~|-*-,"{~|c-,,,,,,,,,,,,,Q,,,,,,,,,,^~|-1~|00----~|questionable_text~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
425,4,Obliques,  X years/days/... later,1,  Genesis 41:1-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,(~|j-.~|A-,,,,,,c,,)~|.~|N-,,,,,,,,,,,,,,,,,,T,,)~|(~|d-Alater~|a-)~|}~|-*-","{~|c-^~|-1~|0Move7!(~|n-,N,,,,,,,,,,,,^~|-1~|0(~|j-^~|-1~|0.~|A-,,,,,,c,,^~|~|0)~|^~|-1~|0.~|N-,,,,,,,,,,,,,,,,,,T,,^~|~|0)~|^~|-1~|0(~|d-^~|-1~|0Alater~|a-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Alater,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
426,1,Special Noun-Noun Relationships,  Passover Feast,1,  Exodus 12:11  -*-,"16,16-*-",{~|c-(~|n-APassover~|N-(~|n-Afeast~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Move3!APassover~|N-,G,,,,,,,,,,,,,,,,,,,^~|~|0(~|n-^~|-1~|0A-Name~|P-^~|Insert~|1Move1!Afeast~|N-,D,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","APassover,",,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
427,2,Case Frames A-B,  Case Frame for 'burn',1,  Daniel 7:9  The throne burned.-*-,"15,32-*-","{~|c-(~|v-Aburn~|V-)~|*(~|n-,P,,,,,,,,,,,,*)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aburn~|V-^~|Delete~|0Bburn~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0*(~|n-,P,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0}~|^~|-1~|0-*-","Aburn,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
428,101,Case Frames W-Z,  Move embedded Arguments out to the clause,1,  -*-  Daniel 5:2  The servants brought the cups from the temple to the palace.-*-  Daniel 5:23 The servants brought the cups from the temple of your god to you.-*-  Daniel 5:2  The servants brought the cups of gold from the temple to the palace.-*-,"-*-15,74-*-15,79-*-15,82-*-","{~|c-(~|n-(~|n-,!N,,,,,,,,,,,,)~|)~|}~|-*-{~|c-(~|n-(~|n-,!N,,,,,,,,,,,,&(~|n-,!N,,,,,,,,,,,,&)~|)~|)~|}~|-*-{~|c-(~|n-(~|n-,!N,,,,,,,,,,,,(~|n-,N,,,,,,,,,,,,&(~|n-,!N,,,,,,,,,,,,&)~|)~|)~|)~|}~|-*-{~|c-(~|n-(~|n-,N,,,,,,,,,,,,(~|n-,!N,,,,,,,,,,,,&(~|n-,!N,,,,,,,,,,,,&)~|)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0&Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|-1~|0&Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0&Move0!(~|n-,!N,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,0000000000000000000000000,,1111000000000000000000000
429,2,Case Frames C-D,  Case Frame for 'drop',1,  Ruth 2:16  Drop some grain on the ground for Ruth.-*-,"14,52-*-","{~|c-(~|v-Adrop~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-Aon~|P-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Adrop~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Aon~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Adrop,",,2,,-*-,,0,0,0,0000000000000000000000000,,1000000000000000000000000
431,2,Case Frames R-S,  Case Frame for 'swear',1,  Ruth 1:17  I swear to Yahweh that I will ...  The NP that is deleted was inserted by the Relative Clause rule.-*-,"14,46-*-","{~|c-(~|v-Aswear~|V-)~|(~|n-,d,,,,,,,,,,,,.~|N-[~|c-Tt,,,,,,,,,,,,,,,,,,,,,,,(~|n-.~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aswear~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0Move0![~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aswear,",,2,,11-*-,,0,0,0,0000000000000000000000000,,0000000000000000000000000
432,105,Convert Remaining Grammatical Words to Semantic Words,  Convert Implicit markers to a feature,1,  -*-  -*-  -*-  -*-  -*-  1 Thess. 2:7-*-,-*--*--*--*--*--*-,{~|c-0----~|&implicit-cultural~!~~|-4}~|-*-{~|c-0----~|&implicit-situational~!~~|-4}~|-*-{~|c-0----~|&implicit-historical~!~~|-4}~|-*-{~|c-0----~|&implicit-background~!~~|-4}~|-*-{~|c-0----~|&implicit-subaction~!~~|-4}~|-*-{~|c-0----~|&implicit_info~!~~|-4}~|-*-,"{~|c-,,,,,,,,,,,,,,C,,,,,,,,,^~|-1~|00----~|implicit-cultural~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,^~|-1~|00----~|implicit-situational~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,^~|-1~|00----~|implicit-historical~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,^~|-1~|00----~|implicit-background~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,,,,s,,,,,,,,,,,,,,,,,^~|-1~|00----~|implicit-subaction~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,,,,C,,,,,,,,,^~|-1~|00----~|implicit_info~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,-*--*--*--*--*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
433,1,Collocation Corrections - Changing Word Senses,  Change Israel-the country to Israel-the man,1,  Genesis 35:14-*-,-*-,{~|c-(~|n-AIsrael~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0AIsrael~|N-^~|Delete~|0BIsrael~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","AIsrael,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
434,2,Case Frames T-V,  Case Frame for 'visit',0,  Kande's Story 1:14  The pastor visited the family.-*-,"23,52-*-","{~|c-(~|v-Avisit~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Avisit~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Avisit,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
435,3,Collocation Corrections - Changing Word Senses,  Change 'fine' to 'good',1,  Philippians 1:17-*-,-*-,{~|c-(~|j-Afine~|A-)~|}~|-*-,"{~|c-^~|-1~|0(~|j-^~|-1~|0Afine~|A-^~|Delete~|0Agood~|A-N,^2|Degree,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Afine,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
27,1,Special Noun-Noun Relationships,  King Nebuchadnezzar,1,"  Daniel 1:21  Set king to 'Always a Noun' Daniel 6:25  After the king had punished Daniel's enemies, King Darius ...-*-  -*-  -*-  -*-","20,23,57,117-*--*--*--*-","{~|c-(~|n-ACaesar,Aking,AMessiah,Aqueen~|N-(~|n-*.~|P-~|N-,,,,,,,,,,,,,,,,P,MF,,,)~|)~|}~|-*-{~|c-(~|n-AJohn~|N-(~|n-*.~|P-ABaptist~|N-)~|)~|}~|-*-{~|c-(~|n-AJesus~|N-(~|n-*.~|P-AChrist~|N-)~|)~|}~|-*-{~|c-(~|n-AChrist~|N-(~|n-*.~|P-AJesus~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Move3!ACaesar,Aking,AMessiah,Aqueen~|N-,D,,,,,A,,,,,,,,,,,,,,,^~|~|0(~|n-^~|-1~|0*.~|P-^~|~|0A-Title~|P-^~|Insert~|1Move1!~|N-,D,,,,,A,,,,,,,,,,P,MF,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0AJohn~|N-^~|~|0(~|n-^~|-1~|0*.~|P-^~|~|0A-Title~|P-^~|Insert~|1ABaptist~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0AJesus~|N-^~|~|0(~|n-^~|-1~|0*.~|P-^~|~|0A-Title~|P-^~|Insert~|1AChrist~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move3!AChrist~|N-^~|~|0(~|n-^~|-1~|0*.~|P-^~|~|0A-Title~|P-^~|Insert~|1Move1!AJesus~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","ACaesar,Aking,AMessiah,Aqueen,AJohn,AJesus,AChrist,",,2,,00-*-00-*-00-*-00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
436,3,Numbers/Quantifiers,  Change all X to all of X,1,  -*-,-*-,{~|c-(~|n-(~|j-Aall~|A-*.~|P-)~|)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Aall~|A-^~|~|0*.~|P-^~|-1~|0A-Subgroup~|P-^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-,,"10,13,19,25",2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
437,5,Delete certain Adpositions,  Change so-A to so-C,1,  -*-,-*-,"{~|c-Aso~|P-(~|v-.~|V-,,,,,,,,w,,,,,,,,,)~|}~|-*-",{~|c-^~|-1~|0Aso~|P-^~|Delete~|0Cso~|P-^~|Insert~|1(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-,,,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
125,2,Case Frames E-F,  Case Frame for 'encourage',1,  Daniel 8:25  That king will encourage people to lie.-*-  1 Thess. 5:14 We encourage you to warn the people ...-*-,"16,54-*-17,55-*-","{~|c-(~|v-Aencourage~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-{~|c-(~|v-Aencourage~|V-)~|(~|n-,P,,,,,,,,,,,,)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,!A,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aencourage~|V-^~|Delete~|0Bencourage~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|c-^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aencourage~|V-^~|Delete~|0Bencourage~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy4~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase5~|^~|-1~|1(~|n-,!A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Aencourage,",,2,,-*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
438,1,Special Noun-Noun Relationships,  Hebrew man,1,  Genesis 41:12-*-,-*-,"{~|c-(~|n-&(~|j-&)~|AHebrew~|N-(~|n-.~|N-,,,,,,,,,,,,,,,,,MF,,,)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|Delete~|0&Move5!(~|j-^~|-1~|0&)~|^~|-1~|0Move6!AHebrew~|N-,G,,n,,,,,,,,,,,,,,,,,^~|~|0(~|n-^1|Sequence,Semantic Role,~|-1~|0(~|n-S,N,N,^~|-1~|1A-Nationality~|P-^~|Insert~|1)~|^~|-1~|1.~|N-,,,,,,,,,,,,,,,,,MF,,,^~|-1~|0)~|^~|-1~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","AHebrew,",,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
439,2,Case Frames C-D,  Case Frame for 'dry',1,  Luke 7:38  The woman dried Jesus' feet with her hair.-*-,"14,55-*-","{~|c-(~|v-Adry~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-(~|n-Awith~|P-)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Adry~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,I,,,,,,,,,,,,^~|-1~|0Awith~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Adry,",,2,,,,0,0,0,0000000000000000000000000,,1000000000000000000000000
110,2,Case Frames C-D,  Case Frame for 'choose',1,  Titus 1:1  -*-  1 Samuel 8:1  -*-,"13,13-*-16,16-*-","{~|c-(~|v-Achoose~|V-)~|(~|n-,P,,,,,,,,,,,,)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-{~|c-(~|v-Achoose~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Bchoose~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Achoose~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy4~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase5~|c-^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Bchoose~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Achoose~|V-^~|Delete~|0)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,-*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
117,2,Case Frames C-D,  Case Frame for 'command',1,  Daniel 2:24  The king commanded Arioch to kill ...-*-  -*-,"16,52-*--*-","{~|c-(~|v-Acommand~|V-)~|[~|c-(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-{~|c-(~|v-Acommand~|V-)~|[~|c-A-QuoteBegin~|r-(~|n-,A,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Acommand~|V-^~|~|0)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|c-^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Acommand~|V-^~|Delete~|0Bcommand~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0A-QuoteBegin~|r-^~|~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Acommand,",,2,,-*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
394,2,Case Frames C-D,  Case Frame for 'do',1,"  -*-  Daniel 2:11  You are asking us to do a difficult thing.  The word do is initially interpreted as preverbal_present_tense.  However, if there's no other verb, then preverbal_present_tense is converted to DO.  But that verb is inserted clause initially, so there are no NPs before it that can be tagged as the Participant.-*-","-*-16,59,69,70-*-","{~|c-(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,Athing~|N-)~|}~|-*-{~|c-(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Athing~|N-^~|Delete~|0Bthing~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ado,",,2,,0-*--*-,,0,0,0,010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
